meeting_date,item_id,title,topic_unofficial,vote_tally,meeting_url
2017-01-09,15927,Report of the Town Manager,Procedural,,https://viennavadata.org/meeting/2017-01-09.html
2017-01-09,15928,Report of the Mayor,Procedural,,https://viennavadata.org/meeting/2017-01-09.html
2017-01-09,15929,Proposals for Additional Items to the Agenda,Procedural,,https://viennavadata.org/meeting/2017-01-09.html
2017-01-09,15930,Closed Session,Procedural,7 Aye,https://viennavadata.org/meeting/2017-01-09.html
2017-01-09,15933,Regular Business,Procedural,,https://viennavadata.org/meeting/2017-01-09.html
2017-01-09,15935,Request approval of the Vienna Sustainability Challenge,"Environment, Trees & Sustainability",7 Aye,https://viennavadata.org/meeting/2017-01-09.html
2017-01-09,15934,Request to purchase a Monroe anti-icing system (brine system spreader),Contracts & Purchasing,7 Aye,https://viennavadata.org/meeting/2017-01-09.html
2017-01-09,15939,"Award professional services contract to Urban, LTD for provision of project management services for the Community Center Renovation and Expansion Project",Parks & Recreation,7 Aye,https://viennavadata.org/meeting/2017-01-09.html
2017-01-09,15940,"Defer Public Hearings originally set for January 9, 2017 to a later date to be determined by staff, to consider Zoning Ordinance - Chapter 18 amendments to the RM-2 Zone, Definitions, and Parking Requirements.","Land Use, Zoning & Development",7 Aye,https://viennavadata.org/meeting/2017-01-09.html
2017-01-09,15938,Intent to adopt Zoning Ordinance amendments to the Maple Avenue Commercial Zone (MAC),"Land Use, Zoning & Development",7 Aye,https://viennavadata.org/meeting/2017-01-09.html
2017-01-09,15942,Meeting Adjournment,Procedural,7 Aye,https://viennavadata.org/meeting/2017-01-09.html
2017-01-09,15943,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural,,https://viennavadata.org/meeting/2017-01-09.html
2016-12-05,15895,"Invocation: Stan Merrick, Local Spiritual Assembly of the Baha'is",Procedural,,https://viennavadata.org/meeting/2016-12-05.html
2016-12-05,15875,Pledge of Allegiance to the Flag of the United States of America,Procedural,,https://viennavadata.org/meeting/2016-12-05.html
2016-12-05,15876,Roll Call,Procedural,,https://viennavadata.org/meeting/2016-12-05.html
2016-12-05,15877,Approval of the Minutes: No minutes for approval,Minutes,,https://viennavadata.org/meeting/2016-12-05.html
2016-12-05,15878,Receipt of petitions and communications from the Public,Procedural,,https://viennavadata.org/meeting/2016-12-05.html
2016-12-05,15879,Reports/Presentations,Procedural,,https://viennavadata.org/meeting/2016-12-05.html
2016-12-05,15891,Presentation of the Fairfax County Environmental Excellence Award,"Environment, Trees & Sustainability",,https://viennavadata.org/meeting/2016-12-05.html
2016-12-05,15880,Report and Inquiries of Council Members,Procedural,,https://viennavadata.org/meeting/2016-12-05.html
2016-12-05,15881,Report of the Town Manager,Procedural,,https://viennavadata.org/meeting/2016-12-05.html
2016-12-05,15882,Report of the Mayor,Procedural,,https://viennavadata.org/meeting/2016-12-05.html
2016-12-05,15883,Proposals for Additional Items to the Agenda,Procedural,,https://viennavadata.org/meeting/2016-12-05.html
2016-12-05,15884,Closed Session,Procedural,7 Aye,https://viennavadata.org/meeting/2016-12-05.html
2016-12-05,15885,Public Hearings,Procedural,,https://viennavadata.org/meeting/2016-12-05.html
2016-12-05,15889,Public hearing to consider Zoning Ordinance amendments to the Maple Avenue Commercial Zone (MAC),"Land Use, Zoning & Development",7 Aye,https://viennavadata.org/meeting/2016-12-05.html
2016-12-05,15887,Regular Business,Procedural,,https://viennavadata.org/meeting/2016-12-05.html
2016-12-05,15892,The Fairfax County School Board (FFCSB) seeks approval to provide an additional public-use trailer as a temporary classroom at Cedar Lane School. The school is located at 101 Cedar Lane SW and is further identified as Fairfax County Tax Map Parcel 49-1-(2)-3.,"Budget, Taxes & Finance",7 Aye,https://viennavadata.org/meeting/2016-12-05.html
2016-12-05,15888,Approve FY17 spending with Espina Paving Inc.,"Streets, Sidewalks & Transportation",7 Aye,https://viennavadata.org/meeting/2016-12-05.html
2016-12-05,15890,The Vienna Public Art Commission requests approval for deposit on a public art piece to honor Mayor M. Jane Seeman and all Vienna volunteers.,Proclamations & Recognitions,7 Aye,https://viennavadata.org/meeting/2016-12-05.html
2016-12-05,15893,Authorize Expenditure of Funds for Expert Consultants in a Matter Related to Potential Litigation.,Contracts & Purchasing,,https://viennavadata.org/meeting/2016-12-05.html
2016-12-05,15916,Authorize Expenditure of Funds for Expert Consultants in a Matter Related to Potential Litigation.,Contracts & Purchasing,7 Aye,https://viennavadata.org/meeting/2016-12-05.html
2016-12-05,15894,Meeting Adjournment,Procedural,,https://viennavadata.org/meeting/2016-12-05.html
2016-11-21,15842,"Invocation: Rev. Brenda L. Burns, Licensed Minister, Assemblies of God",Procedural,,https://viennavadata.org/meeting/2016-11-21.html
2016-11-21,15843,Pledge of Allegiance to the Flag of the United States of America,Procedural,,https://viennavadata.org/meeting/2016-11-21.html
2016-11-21,15844,Roll Call,Procedural,,https://viennavadata.org/meeting/2016-11-21.html
2016-11-21,15845,Approval of the Minutes:,Minutes,,https://viennavadata.org/meeting/2016-11-21.html
2016-11-21,15867,"Approval of the Minutes of the Regular Council Meeting of October 24, 2016 and November 7, 2016.",Minutes,7 Aye,https://viennavadata.org/meeting/2016-11-21.html
2016-11-21,15846,Receipt of petitions and communications from the Public,Procedural,,https://viennavadata.org/meeting/2016-11-21.html
2016-11-21,15847,Reports/Presentations,Procedural,,https://viennavadata.org/meeting/2016-11-21.html
2016-11-21,15870,Bicycle Friendly Community Designation Award,"Streets, Sidewalks & Transportation",,https://viennavadata.org/meeting/2016-11-21.html
2016-11-21,15848,Report and Inquiries of Council Members,Procedural,,https://viennavadata.org/meeting/2016-11-21.html
2016-11-21,15849,Report of the Town Manager,Procedural,,https://viennavadata.org/meeting/2016-11-21.html
2016-11-21,15850,Report of the Mayor,Procedural,,https://viennavadata.org/meeting/2016-11-21.html
2016-11-21,15851,Proposals for Additional Items to the Agenda,Procedural,,https://viennavadata.org/meeting/2016-11-21.html
2016-11-21,15852,Closed Session,Procedural,7 Aye,https://viennavadata.org/meeting/2016-11-21.html
2016-11-21,15855,Regular Business,Procedural,,https://viennavadata.org/meeting/2016-11-21.html
2016-11-21,15866,Receipt of Public Comment and Input for the 2017 Legislative Agenda,Grants & Intergovernmental,7 Aye,https://viennavadata.org/meeting/2016-11-21.html
2016-11-21,15864,The Fairfax County School Board (FFCSB) seeks approval to provide an additional public-use trailer as a temporary classroom at Cedar Lane School. The school is located at 101 Cedar Lane SW and is further identified as Fairfax County Tax Map Parcel 49-1-(2)-3.,"Budget, Taxes & Finance",7 Aye,https://viennavadata.org/meeting/2016-11-21.html
2016-11-21,15865,Re-set a public hearing for Zoning Ordinance amendments to the MAC,"Land Use, Zoning & Development",7 Aye,https://viennavadata.org/meeting/2016-11-21.html
2016-11-21,15862,"Request to set a Public Hearing for Zoning Ordinance amendments to RM-2 Zone Definitions and Parking Requirements for January 9, 2017","Land Use, Zoning & Development","6 Aye, 1 Nay",https://viennavadata.org/meeting/2016-11-21.html
2016-11-21,15856,Request approval of a vehicle addition and purchase within the Vehicle Replacement Program,Contracts & Purchasing,"5 Aye, 2 Nay",https://viennavadata.org/meeting/2016-11-21.html
2016-11-21,15857,Purchase McCain Traffic Controllers and GPS modules for traffic signals,"Streets, Sidewalks & Transportation",7 Aye,https://viennavadata.org/meeting/2016-11-21.html
2016-11-21,15858,Request to increase funds for Glyndon Street NE Drainage Study,"Water, Sewer & Stormwater",7 Aye,https://viennavadata.org/meeting/2016-11-21.html
2016-11-21,15859,Request approval of vehicle purchases within the Vehicle Replacement Program,Contracts & Purchasing,7 Aye,https://viennavadata.org/meeting/2016-11-21.html
2016-11-21,15860,Request to increase funds for Nutley Street and Courthouse Road Signal and Sidewalk,"Streets, Sidewalks & Transportation",7 Aye,https://viennavadata.org/meeting/2016-11-21.html
2016-11-21,15861,Request Additional Funds for Tyler Munis Utility Billing Conversion,Contracts & Purchasing,7 Aye,https://viennavadata.org/meeting/2016-11-21.html
2016-11-21,15863,Request for additional experienced accounting staff from Robert Half/Accountemps Company,Governance & Administration,7 Aye,https://viennavadata.org/meeting/2016-11-21.html
2016-11-21,15948,Second Closed Session,Procedural,7 Aye,https://viennavadata.org/meeting/2016-11-21.html
2016-11-21,15868,Meeting Adjournment,Procedural,,https://viennavadata.org/meeting/2016-11-21.html
2016-11-21,15869,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural,,https://viennavadata.org/meeting/2016-11-21.html
2016-11-07,15799,Invocation: The Local Spiritual Assembly of the Baha'is.,Procedural,,https://viennavadata.org/meeting/2016-11-07.html
2016-11-07,15800,Pledge of Allegiance to the Flag of the United States of America,Procedural,,https://viennavadata.org/meeting/2016-11-07.html
2016-11-07,15801,Roll Call,Procedural,,https://viennavadata.org/meeting/2016-11-07.html
2016-11-07,15802,Approval of the Minutes: No minutes for approval,Minutes,,https://viennavadata.org/meeting/2016-11-07.html
2016-11-07,15803,Receipt of petitions and communications from the Public,Procedural,,https://viennavadata.org/meeting/2016-11-07.html
2016-11-07,15804,Reports/Presentations,Procedural,,https://viennavadata.org/meeting/2016-11-07.html
2016-11-07,15820,2016 Halloween Parade Awards,Proclamations & Recognitions,,https://viennavadata.org/meeting/2016-11-07.html
2016-11-07,15805,Report and Inquiries of Council Members,Procedural,,https://viennavadata.org/meeting/2016-11-07.html
2016-11-07,15806,Report of the Town Manager,Procedural,,https://viennavadata.org/meeting/2016-11-07.html
2016-11-07,15807,Report of the Mayor,Procedural,,https://viennavadata.org/meeting/2016-11-07.html
2016-11-07,15808,Proposals for Additional Items to the Agenda,Procedural,,https://viennavadata.org/meeting/2016-11-07.html
2016-11-07,15809,Closed Session,Procedural,"6 Aye, 1 Absent",https://viennavadata.org/meeting/2016-11-07.html
2016-11-07,15812,Regular Business,Procedural,,https://viennavadata.org/meeting/2016-11-07.html
2016-11-07,15814,Request Council appropriation of FY 2015-16 encumbrance balances and carry-forward funds into the FY 2016-17 General Fund budget,"Budget, Taxes & Finance","6 Aye, 1 Absent",https://viennavadata.org/meeting/2016-11-07.html
2016-11-07,15813,Intent to Adopt FY2016-17 Water and Sewer Rates,"Water, Sewer & Stormwater","6 Aye, 1 Absent",https://viennavadata.org/meeting/2016-11-07.html
2016-11-07,15816,Intent to adopt amended Planning and Zoning Development Review Fees,"Land Use, Zoning & Development","6 Aye, 1 Absent",https://viennavadata.org/meeting/2016-11-07.html
2016-11-07,15815,"The Fairfax County School Board (FFCSB) seeks approval to provide an additional public-use trailer as a temporary classroom at Cedar Lane School.  The school is located at 101 Cedar Lane, SW and is further identified as Fairfax County Tax Map Parcel 49-1-(2)-3.","Budget, Taxes & Finance","5 Aye, 1 Absent, 1 Nay",https://viennavadata.org/meeting/2016-11-07.html
2016-11-07,15817,Request to approve amended cooperative agreement with Fairfax County to share stormwater service district fees,"Water, Sewer & Stormwater","6 Aye, 1 Absent",https://viennavadata.org/meeting/2016-11-07.html
2016-11-07,15818,Meeting Adjournment,Procedural,,https://viennavadata.org/meeting/2016-11-07.html
2016-11-07,15819,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural,,https://viennavadata.org/meeting/2016-11-07.html
2016-10-24,15771,"Invocation: Reverend Craig Burns, Vienna Assembly of God",Procedural,,https://viennavadata.org/meeting/2016-10-24.html
2016-10-24,15772,Pledge of Allegiance to the Flag of the United States of America,Procedural,,https://viennavadata.org/meeting/2016-10-24.html
2016-10-24,15773,Roll Call,Procedural,,https://viennavadata.org/meeting/2016-10-24.html
2016-10-24,15774,Approval of the Minutes:,Minutes,,https://viennavadata.org/meeting/2016-10-24.html
2016-10-24,15794,"Approval of Minutes for the Regular Council Meeting of October 3, 2016 and the Work Session of September 19, 2016.",Minutes,7 Aye,https://viennavadata.org/meeting/2016-10-24.html
2016-10-24,15775,Receipt of petitions and communications from the Public,Procedural,,https://viennavadata.org/meeting/2016-10-24.html
2016-10-24,15776,Reports/Presentations,Procedural,,https://viennavadata.org/meeting/2016-10-24.html
2016-10-24,15785,Recognition of Vienna State Champions.,Proclamations & Recognitions,,https://viennavadata.org/meeting/2016-10-24.html
2016-10-24,15777,Report and Inquiries of Council Members,Procedural,,https://viennavadata.org/meeting/2016-10-24.html
2016-10-24,15778,Report of the Town Manager,Procedural,,https://viennavadata.org/meeting/2016-10-24.html
2016-10-24,15779,Report of the Mayor,Procedural,,https://viennavadata.org/meeting/2016-10-24.html
2016-10-24,15780,Proposals for Additional Items to the Agenda,Procedural,,https://viennavadata.org/meeting/2016-10-24.html
2016-10-24,15781,Closed Session,Procedural,,https://viennavadata.org/meeting/2016-10-24.html
2016-10-24,15782,Public Hearings,Procedural,,https://viennavadata.org/meeting/2016-10-24.html
2016-10-24,15792,Public Hearing for Intent to Adopt FY2016-17 Water and Sewer Rates.,"Water, Sewer & Stormwater",7 Aye,https://viennavadata.org/meeting/2016-10-24.html
2016-10-24,15791,Public Hearing to consider amending Planning and Zoning Development Review Fees,"Land Use, Zoning & Development",7 Aye,https://viennavadata.org/meeting/2016-10-24.html
2016-10-24,15784,Regular Business,Procedural,,https://viennavadata.org/meeting/2016-10-24.html
2016-10-24,15793,Setting a public hearing for Zoning Ordinance amendments to the MAC,"Land Use, Zoning & Development",7 Aye,https://viennavadata.org/meeting/2016-10-24.html
2016-10-24,15795,"Proposed amendments to the Town of Vienna Zoning Code, Sec. 18-248 - Protest against proposed change","Land Use, Zoning & Development",7 Aye,https://viennavadata.org/meeting/2016-10-24.html
2016-10-24,15786,Request to award traffic engineering services for Signal Modification Plans at Maple Avenue and Park Street to Rinker Design and Associations (RDA),Parks & Recreation,7 Aye,https://viennavadata.org/meeting/2016-10-24.html
