meeting_date,body,case,title
2018-11-30,Board of Architectural Review Work Session,BARWS18-017,131 Patrick St SE - Cedar Park Shopping Center
2018-11-15,Board of Architectural Review,BAR18-070,Staff presentation of the Maple Ave Commercial (MAC) Zone - Visual Preference Survey results.
2018-11-15,Board of Architectural Review,BAR18-069,540 Maple Ave W - Flagship Carwash - Docket No. 57-18-BAR
2018-11-15,Board of Architectural Review,BAR18-068,320B Maple Ave E - Studio 320 Interior Design - Docket No. 63-18-BAR
2018-11-15,Board of Architectural Review,BAR18-067,231 Mill St NE - The Sweet Wood Collection “Vintage Home & Interiors” Docket No. BAR-65-18
2018-11-14,Planning Commission Work Session,PCWS18-023,Work Session with Town Attorney
2018-11-14,Planning Commission,PC18-057,Final Plat for Addition to the Jennie Lynne Division
2018-11-13,Board of Zoning Appeals,BZA-18006,108 Yeonas Circle SE - Conditional Use Permit - Case No. PF-50-18-CUP
2018-11-09,Board of Architectural Review Work Session,BARWS18-016,131 Patrick St SE - Cedar Park Shopping Center
2018-10-18,Board of Architectural Review,BAR18-066,540 Maple Ave W - Flagship Carwash - sign
2018-10-18,Board of Architectural Review,BAR18-065,540 Maple Ave W - Chick-fil-A - sign
2018-10-18,Board of Architectural Review,BAR18-064,213 Maple Ave E - Chipotle - sign
2018-10-18,Board of Architectural Review,BAR18-063,215 Maple Ave W - The Dollar Tree - Sign
2018-10-18,Board of Architectural Review,BAR18-062,352 Maple Ave W - The Carpet House - sign & modifications
2018-10-18,Board of Architectural Review,BAR18-061,146 Maple Ave W - Don Pollo of Vienna - sign
2018-10-18,Board of Architectural Review,BAR18-060,231 Maple Ave W - Northwest Federal Credit Union - sign
2018-10-18,Board of Architectural Review,BAR18-059,130 Park St SE - INOVA Primary Care - sign
2018-10-18,Board of Architectural Review,BAR18-058,203 Maple Ave W - Benjamin Moore Paints - sign
2018-10-10,Planning Commission,PC18-056,"Recommendation to the Board of Zoning Appeals for a conditional use permit to establish a family day home care of up to ten (10) children on property located at 108 Yeonas Circle SE, in the RS-10, Single-Family Detached Residential zone."
2018-10-04,Board of Architectural Review Work Session,BARWS18-015,Work session to discuss the Maple Avenue Commercial (MAC) Zone Visual Preference Survey and Design Guidelines
2018-09-28,Board of Architectural Review Work Session,BARWS18-013,Work session to discuss the Maple Avenue Commercial (MAC) Zone Visual Preference Survey and Design Guidelines
2018-09-20,Board of Architectural Review,BAR18-057,234 Maple Ave E - Shin Se Kai Ramen exterior modifications
2018-09-20,Board of Architectural Review,BAR18-056,362 Maple Ave E - Starbucks monument sign and exterior modifications
2018-09-20,Board of Architectural Review,BAR18-055,"155 Maple Ave W - Gem Tea façade sign, freestanding sign, exterior modifications"
2018-09-20,Board of Architectural Review,BAR18-054,136 Maple Ave W - Panera Bread window sign
2018-09-20,Board of Architectural Review,BAR18-053,155 Glyndon Ave E - On Edge Hair Salon sign
2018-09-12,Planning Commission Work Session,PCWS18-022,Proposed MAC project for 380 Maple Avenue West
2018-09-12,Planning Commission,PC18-053,"Malcolm Road Subdivision at properties located at 424 and 440 Malcolm Road, NW."
2018-08-21,Planning Commission,PC18-053,"Malcolm Road Subdivision at properties located at 424 and 440 Malcolm Road, NW."
2018-08-21,Planning Commission,PC18-050,"Recommendation by the Planning Commission to the Town Council on proposed zoning ordinance amendments to Article 13.1. - MAC Maple Avenue Commercial Zone Regulations of Chapter 18 of the Town Code...
Body"
2018-08-16,Board of Architectural Review,BAR18-052,309 Maple Ave W - Long and Foster - PF-43-18-BAR
2018-08-16,Board of Architectural Review,BAR18-051,225 Maple Ave E - Walgreens - PF-39-18-BAR
2018-08-16,Board of Architectural Review,BAR18-050,502 Maple Ave W - Moments of Peace Massage Therapy PF-44-18-BAR
2018-08-16,Board of Architectural Review,BAR18-049,"405, 407, & 409 Maple Ave E - Aditi Spice Depot and Crepe Amour - PF-44-18-BAR"
2018-08-08,Planning Commission Work Session,PCWS18-020,"Work Session on a proposed zoning ordinance amendment to Article 2, Section 4 - Definitions- FINISHED LOT GRADE of Chapter 18 of the Town Code"
2018-08-08,Planning Commission,PC18-050,"Recommendation by the Planning Commission to the Town Council on proposed zoning ordinance amendments to Article 13.1. - MAC Maple Avenue Commercial Zone Regulations of Chapter 18 of the Town Code...
Body"
2018-08-08,Planning Commission,PC18-049,"Recommendation by the Planning Commission to the Town Council on a proposed zoning ordinance amendment to Article 2, Section 4 - Definitions - finished lot grade of Chapter 18 of the Town Code"
2018-08-08,Planning Commission,PC18-048,Request for Modification of Requirements for required parking associated with restaurant use at 133 Maple Avenue East
2018-07-30,Planning Commission,PC18-045,"Recommendation by the Planning Commission to the Town Council on proposed zoning ordinance amendments to Article 13.1. - MAC Maple Avenue Commercial Zone Regulations of Chapter 18 of the Town Code...
Body

PROPOSED/SUGGESTED MOTION"
2018-07-30,Planning Commission,PC18-044,"Recommendation by the Planning Commission to the Town Council on a proposed zoning ordinance amendment to Article 2, Section 4 - Definitions of Chapter 18 of the Town Code...
Body

PROPOSED/SUGGESTED MOTION"
2018-07-19,Board of Architectural Review,BAR18-048,200 Maple Ave E - BP Gas
2018-07-19,Board of Architectural Review,BAR18-047,234 Maple Ave E - Shin Se Kai Ramen Signs and Awning
2018-07-19,Board of Architectural Review,BAR18-046,131A Maple Ave W - Momo House Sign
2018-07-19,Board of Architectural Review,BAR18-045,330 Maple Ave W - Thai Treasure Sign
2018-07-19,Board of Architectural Review,BAR18-044,127 Maple Ave W - Orange Theory pylon sign
2018-07-18,Board of Zoning Appeals,BZA-18002,610 Kearney Ct SW - Variance - Case No. BZA-36-18
2018-07-18,Board of Zoning Appeals,21-2246,505 Princess Ct SW - Variance - Case No. BZA-37-18
2018-06-29,Board of Architectural Review Work Session,BARWS18-011,"Work session to discuss exterior improvements and signage for BP Gas located at 200 Maple Avenue East, (Docket No. BAR-35-18), in the C-2 General Commercial zoning district; Bhoopendra Prakash, PE of the Plan Source Inc., agent for owners TSPP LLC, ZEE Investments LLC."
2018-06-27,Planning Commission Work Session,18-940,Planning Commission joint work session with Town Council to continue discussions regarding MAC text amendments
2018-06-21,Board of Architectural Review,BAR18-043,200 Maple Ave E - BP Gas
2018-06-21,Board of Architectural Review,BAR18-042,140-160 Maple Ave W - VPAC - Vienna Shopping Center Mural
2018-06-21,Board of Architectural Review,BAR18-041,212 Cedar Ln SE - Vienna Parks Apartments
2018-06-21,Board of Architectural Review,BAR18-040,129 Maple Ave W - Nothing Bundt Cakes
2018-06-21,Board of Architectural Review,BAR18-039,127 Maple Ave W - Orange Theory Fitness
2018-06-21,Board of Architectural Review,BAR18-038,503 Maple Ave W - Moon Lake Massage
2018-06-21,Board of Architectural Review,BAR18-037,431 Maple Ave W - White Lotus Nails
2018-06-13,Planning Commission,18-975,Written Comments Provided at Public Hearing
2018-06-13,Planning Commission,18-925,"Withdrawn Item - 
Continued request for recommendation to Town Council for site plan modifiction of requirements for landscaping related to off-street surface parking for site development on properties located at 430, 440, 444 Maple Avenue West and parcel map# 0383 02 0141A; all currently zoned C-1, Local Commercial and RS-16, Residential Single-Family zoning district. Application filed by Sara Mariska, attorney representative with Womble Bond Dickinson, agent on behalf of Vienna Development Associates, LLC and James C. & Lucy C. Meng owners."
2018-06-13,Planning Commission,18-924,"Continuation of a Request for recommendation to Town Council for a proposed rezoning for mixed-use development of 3 lots, located at 430, 440, 444 Maple Avenue West and parcel map# 0383 02 0141A; all currently zoned C-1, Local Commercial and RS-16, Residential Single-Family zoning district (requested zoning is MAC - Maple Avenue Commercial). Application filed by Sara Mariska, attorney Representative with Womble Bond Dickinson, agent on behalf of Vienna Development Associates, LLC and James C. and Lucy C. Meng owners."
2018-05-25,Board of Architectural Review Work Session,BARWS18-009,MAC assisted living project at 100-110 Maple Avenue East
2018-05-23,Planning Commission,PC18-041,"Request for recommendation to Town Council for site plan modifiction of requirements for landscaping related to off-street surface parking for site development on properties located at 430, 440, 444 Maple Avenue West and parcel map# 0383 02 0141A; all currently zoned C-1, Local Commercial and RS-16, Residential Single-Family zoning district. Application filed by Sara Mariska, attorney representative with Walsh Colucci Lubeley & Walsh PC, agent on behalf of Vienna Development Associates, LLC and James C. & Lucy C. Meng owners."
2018-05-23,Planning Commission,18-976,Written Public Comments - See Meeting Agenda
2018-05-23,Planning Commission,18-888,"Request for recommendation to Town Council for a proposed rezoning for mixed-use development of 3 lots, located at 430, 440, 444 Maple Avenue West and parcel map# 0383 02 0141A; all currently zoned C-1, Local Commercial and RS-16, Residential Single-Family zoning district (requested zoning is MAC - Maple Avenue Commercial). Application filed by Sara Mariska, attorney Representative with Walsh Colucci Lubeley & Walsh PC, agent on behalf of Vienna Development Associates, LLC and James C. and Lucy C. MEng owners."
2018-05-23,Planning Commission Work Session,18-887,Joint work session with Town Council and Planning Commission on the MAC ad hoc committee’s proposed text amendments to the Maple Avenue Commercial (MAC) zoning district.
2018-05-17,Board of Architectural Review,BAR18-036,West Maple Ave - 444 Maple Ave W
2018-05-17,Board of Architectural Review,BAR18-035,Cadence on Center
2018-05-17,Board of Architectural Review,BAR18-034,Ben and Jerry’s
2018-05-17,Board of Architectural Review,BAR18-033,Vienna Design Kitchen and Bath
2018-04-25,Planning Commission,PC18-040,"Request for recommendation to the Board of Zoning Appeals for re-approval of a conditional use permit for the continuation of live entertainment for Lela, LLC dba Bey, located at 303 Mill Street NE, in the CM, limited industrial zoning district, filed by Rawad Hasrouni of Wooden Bakery USA."
2018-04-25,Planning Commission,PC18-039,"Request for recommendation to Town Council for site plan modification of requirements for minimum required off-street parking spaces on properties located at 109-113 Park Street NE and 200 Maple Avenue East.  Application filed by Bhoopendra Prakash, PE of the Plan Source Inc., agent on behalf of Zee Investments, LLC and TSPP, LLC, owners."
2018-04-25,Planning Commission,PC18-038,"Public Hearing for a Recommendation to Town Council for the proposed rezoning of two lots located at 109-113 Park Street NE and 200 Maple Avenue East, from C-1A, special commercial to C-2, general commercial. Application filed by Bhoopendra Prakash, PE of the Plan Source Inc., agent on behalf of Zee Investments, LLC and TSSP, LLC, owners"
2018-04-19,Board of Architectural Review,BAR18-032,Navy Federal Credit Union
2018-04-19,Board of Architectural Review,BAR18-031,Virginia Tire & Auto
2018-04-19,Board of Architectural Review,BAR18-030,Starbucks
2018-04-19,Board of Architectural Review,BAR18-029,Jennings Management Sign Plan
2018-04-19,Board of Architectural Review,BAR18-028,USAA
2018-04-19,Board of Architectural Review,BAR18-027,Noble’s Nail Salon
2018-04-19,Board of Architectural Review,BAR18-026,Total Health Concepts
2018-04-05,Board of Architectural Review Work Session,BARWS18-008,Work Session with VPAC for mural at Vienna Shopping Center
2018-03-28,Planning Commission Work Session,PCWS18-017,Discussion regarding implementing Town of Vienna Comprehensive Plan
